-5.0,12.5
-4.99,12.450050000000001
-4.98,12.400200000000002
-4.97,12.350449999999999
-4.96,12.3008
-4.95,12.25125
-4.94,12.201800000000002
-4.93,12.152449999999998
-4.92,12.1032
-4.91,12.05405
-4.9,12.005000000000003
-4.89,11.956049999999998
-4.88,11.9072
-4.87,11.858450000000001
-4.86,11.809800000000001
-4.85,11.761249999999999
-4.84,11.7128
-4.83,11.66445
-4.82,11.616200000000001
-4.81,11.568049999999998
-4.8,11.52
-4.79,11.47205
-4.78,11.4242
-4.77,11.376449999999998
-4.76,11.3288
-4.75,11.28125
-4.74,11.2338
-4.73,11.186450000000002
-4.72,11.139199999999999
-4.71,11.09205
-4.7,11.045000000000002
-4.69,10.998050000000001
-4.68,10.951199999999998
-4.67,10.904449999999999
-4.66,10.857800000000001
-4.65,10.811250000000001
-4.64,10.7648
-4.63,10.718449999999999
-4.62,10.6722
-4.61,10.626050000000001
-4.6,10.579999999999998
-4.59,10.534049999999999
-4.58,10.4882
-4.57,10.442450000000001
-4.56,10.396799999999999
-4.55,10.351249999999999
-4.54,10.3058
-4.53,10.26045
-4.52,10.215199999999998
-4.51,10.17005
-4.5,10.125
-4.49,10.080050000000002
-4.48,10.035200000000001
-4.47,9.99045
-4.46,9.9458
-4.45,9.901250000000001
-4.4399999999999995,9.856799999999998
-4.43,9.812449999999998
-4.42,9.7682
-4.41,9.72405
-4.4,9.680000000000001
-4.39,9.63605
-4.38,9.5922
-4.37,9.54845
-4.36,9.504800000000001
-4.35,9.461249999999998
-4.34,9.4178
-4.33,9.37445
-4.32,9.3312
-4.31,9.288049999999998
-4.3,9.245
-4.29,9.20205
-4.28,9.1592
-4.27,9.116449999999999
-4.26,9.073799999999999
-4.25,9.03125
-4.24,8.988800000000001
-4.23,8.946450000000002
-4.22,8.9042
-4.21,8.86205
-4.2,8.82
-4.1899999999999995,8.778049999999999
-4.18,8.736199999999998
-4.17,8.69445
-4.16,8.652800000000001
-4.15,8.611250000000002
-4.14,8.569799999999999
-4.13,8.52845
-4.12,8.4872
-4.11,8.446050000000001
-4.1,8.405
-4.09,8.364049999999999
-4.08,8.3232
-4.07,8.28245
-4.06,8.241799999999998
-4.05,8.20125
-4.04,8.1608
-4.03,8.120450000000002
-4.02,8.080199999999998
-4.01,8.040049999999999
-4.0,8.0
-3.99,7.960050000000001
-3.98,7.9202
-3.9699999999999998,7.880449999999999
-3.96,7.8408
-3.95,7.8012500000000005
-3.94,7.7618
-3.9299999999999997,7.7224499999999985
-3.92,7.683199999999999
-3.91,7.644050000000001
-3.9,7.6049999999999995
-3.8899999999999997,7.566049999999999
-3.88,7.5272
-3.87,7.48845
-3.86,7.4498
-3.8499999999999996,7.411249999999999
-3.84,7.3728
-3.83,7.33445
-3.8200000000000003,7.296200000000001
-3.81,7.25805
-3.8,7.22
-3.79,7.18205
-3.7800000000000002,7.1442000000000005
-3.77,7.10645
-3.76,7.0687999999999995
-3.75,7.03125
-3.74,6.993800000000001
-3.73,6.95645
-3.7199999999999998,6.919199999999999
-3.71,6.88205
-3.7,6.845000000000001
-3.69,6.80805
-3.6799999999999997,6.7711999999999986
-3.67,6.73445
-3.66,6.697800000000001
-3.65,6.66125
-3.6399999999999997,6.624799999999999
-3.63,6.58845
-3.62,6.5522
-3.61,6.51605
-3.5999999999999996,6.479999999999999
-3.59,6.44405
-3.58,6.4082
-3.5700000000000003,6.372450000000001
-3.56,6.3368
-3.55,6.30125
-3.54,6.2658000000000005
-3.5300000000000002,6.230450000000001
-3.52,6.1952
-3.51,6.160049999999999
-3.5,6.125
-3.49,6.090050000000001
-3.48,6.0552
-3.4699999999999998,6.020449999999999
-3.46,5.9858
-3.45,5.951250000000001
-3.44,5.916799999999999
-3.4299999999999997,5.882449999999999
-3.42,5.848199999999999
-3.41,5.814050000000001
-3.4,5.779999999999999
-3.3899999999999997,5.7460499999999985
-3.38,5.712199999999999
-3.37,5.678450000000001
-3.36,5.644799999999999
-3.3499999999999996,5.611249999999999
-3.34,5.5778
-3.33,5.54445
-3.3200000000000003,5.5112000000000005
-3.31,5.4780500000000005
-3.3,5.444999999999999
-3.29,5.41205
-3.2800000000000002,5.379200000000001
-3.27,5.34645
-3.26,5.3138
-3.25,5.28125
-3.24,5.248800000000001
-3.23,5.21645
-3.2199999999999998,5.184199999999999
-3.21,5.15205
-3.2,5.120000000000001
-3.19,5.08805
-3.1799999999999997,5.056199999999999
-3.17,5.02445
-3.16,4.992800000000001
-3.15,4.96125
-3.1399999999999997,4.929799999999999
-3.13,4.8984499999999995
-3.12,4.8672
-3.11,4.836049999999999
-3.0999999999999996,4.804999999999999
-3.09,4.77405
-3.08,4.7432
-3.0700000000000003,4.7124500000000005
-3.06,4.6818
-3.05,4.651249999999999
-3.04,4.6208
-3.0300000000000002,4.590450000000001
-3.02,4.5602
-3.01,4.530049999999999
-3.0,4.5
-2.9899999999999998,4.47005
-2.98,4.4402
-2.9699999999999998,4.410449999999999
-2.96,4.3808
-2.95,4.35125
-2.94,4.3218
-2.93,4.2924500000000005
-2.92,4.263199999999999
-2.91,4.234050000000001
-2.9,4.205
-2.89,4.17605
-2.88,4.1472
-2.87,4.11845
-2.86,4.089799999999999
-2.85,4.06125
-2.84,4.0328
-2.83,4.00445
-2.82,3.9761999999999995
-2.81,3.9480500000000003
-2.8,3.9199999999999995
-2.79,3.8920500000000002
-2.78,3.8641999999999994
-2.77,3.83645
-2.76,3.8087999999999993
-2.75,3.78125
-2.7399999999999998,3.7537999999999996
-2.73,3.72645
